46.964	488	46.990	521
47.015	490	47.041	521
47.066	493	47.091	521
47.117	495	47.142	521
47.167	497	47.193	521
47.218	499	47.244	521
47.268	500	47.294	521
47.320	501	47.345	521
47.370	502	47.395	522
47.421	501	47.447	522
47.471	500	47.497	521
47.522	500	47.548	521
47.573	498	47.598	521
47.624	496	47.649	521
47.674	495	47.700	521
47.725	492	47.751	522
47.775	489	47.801	521
47.826	487	47.852	521
47.877	486	47.902	521
47.928	484	47.953	521
47.979	483	48.004	521
48.029	481	48.055	521
48.080	481	48.105	521
48.131	482	48.156	521
48.182	483	48.206	521
48.232	484	48.258	521
48.283	485	48.308	521
48.333	487	48.359	521
48.385	488	48.409	521
48.435	491	48.460	521
48.486	493	48.511	521
48.536	495	48.562	521
48.587	496	48.612	521
48.637	498	48.663	521
48.689	499	48.713	521
48.739	500	48.764	521
48.790	500	48.815	522
48.840	500	48.866	521
48.891	499	48.916	521
48.942	498	48.967	521
48.993	496	49.017	522
49.043	495	49.069	521
49.094	493	49.119	521
49.144	491	49.170	522
49.196	489	49.220	521
49.246	487	49.271	521
49.297	485	49.322	521
49.347	484	49.373	521
49.398	483	49.423	521
49.448	482	49.474	521
49.500	482	49.524	521
49.550	482	49.575	521
49.601	483	49.626	521
49.651	485	49.677	521
49.702	486	49.727	521
49.753	487	49.778	521
49.804	489	49.828	521
49.854	491	49.880	521
49.905	493	49.930	521
49.955	495	49.981	521
50.007	497	50.031	521
50.057	498	50.082	522
50.108	499	50.133	521
50.158	499	50.184	521
50.209	499	50.234	521
50.260	499	50.285	521
50.311	498	50.335	521
50.361	497	50.386	521
50.412	495	50.437	521
50.462	494	50.488	521
50.513	492	50.538	521
50.564	490	50.589	521
50.615	489	50.639	521
50.665	487	50.691	521
50.716	485	50.741	521
50.766	484	50.792	521
50.818	483	50.842	522
50.868	483	50.893	521
50.919	483	50.944	521
50.969	483	50.995	522
51.020	484	51.046	521
51.071	486	51.096	521
51.122	487	51.147	521
51.172	489	51.197	521
51.223	490	51.249	521
51.273	492	51.299	521
51.324	493	51.350	521
51.375	495	51.400	521
51.426	497	51.451	521
51.476	497	51.502	521
51.527	498	51.553	521
51.577	498	51.603	521
51.629	498	51.654	521
51.679	498	51.704	522
51.730	496	51.756	521
51.780	496	51.806	521
51.831	494	51.857	521
51.882	493	51.907	521
51.933	491	51.958	522
51.983	490	52.008	521
52.034	488	52.060	521
52.084	487	52.110	521
52.135	486	52.161	520
52.186	485	52.211	521
52.237	484	52.262	521
52.287	484	52.313	521
52.338	484	52.364	521
52.388	485	52.414	521
52.440	485	52.465	521
52.490	487	52.515	521
52.541	488	52.567	520
52.591	489	52.617	522
52.642	491	52.668	521
52.693	492	52.718	522
52.744	493	52.769	521
52.794	495	52.820	521
52.845	495	52.871	522
52.895	497	52.921	521
52.946	497	52.972	521
52.997	497	53.022	521
53.048	497	53.073	521
53.098	496	53.124	521
53.149	496	53.175	521
53.199	494	53.225	521
53.251	493	53.276	521
53.301	492	53.326	521
53.352	490	53.378	521
53.402	490	53.428	521
53.453	488	53.479	521
53.504	487	53.529	521
53.555	486	53.580	522
53.605	486	53.631	521
53.656	485	53.682	521
53.706	485	53.732	521
53.757	485	53.783	521
53.808	486	53.833	521
53.859	487	53.884	521
53.909	488	53.935	521
53.960	489	53.986	522
54.010	490	54.036	521
54.062	491	54.087	521
54.112	492	54.137	521
54.163	494	54.189	521
54.213	495	54.239	521
54.264	496	54.290	521
54.315	496	54.340	522
54.366	496	54.391	521
54.416	496	54.442	521
54.467	496	54.493	521
54.517	495	54.543	522
54.568	494	54.594	521
54.619	493	54.644	521
54.670	492	54.695	521
54.720	491	54.746	521
54.771	490	54.797	521
54.821	489	54.847	521
54.873	488	54.898	521
54.923	487	54.948	521
54.974	486	55.000	521
55.024	486	55.050	521
55.075	486	55.101	521
55.126	486	55.151	521
55.177	487	55.202	521
55.227	487	55.253	521
55.278	487	55.304	522
55.328	489	55.354	521
55.380	490	55.405	521
55.430	491	55.455	521
55.481	492	55.506	521
55.531	493	55.557	521
55.582	494	55.608	521
55.632	495	55.658	521
55.684	496	55.709	521
55.734	496	55.759	521
55.785	496	55.811	520
55.835	496	55.861	521
55.886	495	55.912	521
55.937	495	55.962	521
55.988	493	56.013	521
56.038	492	56.064	521
56.089	492	56.115	521
56.139	491	56.165	522
56.191	490	56.216	521
56.241	489	56.266	521
56.292	488	56.317	521
56.342	487	56.368	521
56.393	487	56.419	521
56.443	487	56.469	521
56.495	487	56.520	521
56.545	487	56.570	521
56.596	487	56.622	521
56.646	488	56.672	521
56.697	489	56.723	521
56.748	490	56.773	521
56.799	491	56.824	521
56.849	492	56.875	521
56.900	493	56.926	522
56.950	493	56.976	521

