15.436	475	15.462	401
15.486	475	15.512	395
15.538	475	15.563	397
15.588	474	15.613	404
15.639	474	15.664	419
15.689	473	15.715	439
15.740	472	15.766	464
15.790	471	15.816	491
15.842	471	15.867	521
15.892	471	15.917	551
15.943	471	15.969	580
15.993	471	16.019	605
16.044	472	16.070	626
16.095	473	16.120	642
16.146	475	16.171	652
16.196	477	16.222	655
16.247	479	16.273	652
16.297	481	16.323	642
16.349	483	16.374	627
16.399	485	16.424	607
16.450	487	16.476	581
16.500	488	16.526	553
16.551	489	16.577	524
16.601	489	16.627	494
16.653	488	16.678	467
16.703	486	16.728	442
16.754	484	16.780	423
16.804	481	16.830	409
16.855	478	16.881	400
16.906	474	16.931	398
16.957	470	16.982	404
17.007	466	17.033	417
17.058	462	17.084	434
17.108	459	17.134	456
17.160	456	17.185	483
17.210	455	17.235	511
17.261	454	17.287	540
17.311	455	17.337	569
17.362	456	17.388	594
17.412	459	17.438	616
17.464	463	17.489	633
17.514	467	17.539	644
17.565	472	17.591	650
17.615	478	17.641	650
17.666	483	17.692	642
17.717	489	17.742	629
17.768	493	17.793	611
17.818	497	17.844	588
17.869	500	17.895	562
17.919	501	17.945	534
17.971	502	17.996	506
18.021	501	18.046	478
18.072	498	18.098	454
18.122	494	18.148	433
18.173	488	18.199	418
18.223	482	18.249	408
18.275	475	18.300	404
18.325	468	18.350	407
18.376	461	18.402	417
18.426	455	18.452	432
18.477	448	18.503	451
18.529	444	18.553	475
18.579	440	18.604	502
18.630	439	18.655	529
18.680	439	18.706	557
18.731	441	18.756	583
18.782	445	18.807	605
18.833	451	18.857	623
18.883	457	18.909	636
18.934	465	18.959	643
18.984	474	19.010	645
19.036	483	19.060	640
19.086	491	19.111	629
19.137	499	19.161	613
19.187	505	19.213	593
19.238	511	19.263	570
19.288	513	19.314	544
19.340	514	19.364	516
19.390	513	19.415	490
19.441	510	19.466	466
19.491	504	19.517	446
19.542	497	19.567	429
19.593	488	19.618	418
19.644	478	19.668	412
19.694	468	19.720	413
19.745	458	19.770	419
19.795	449	19.821	432
19.847	440	19.871	449
19.897	432	19.922	470
19.948	427	19.972	494
19.998	424	20.024	520
20.049	423	20.074	546
20.099	425	20.125	571
20.151	430	20.175	593
20.201	437	20.226	611
20.252	445	20.277	626
20.302	455	20.328	633
20.353	466	20.378	638
20.404	478	20.429	635
20.455	489	20.479	627
20.505	500	20.531	613
20.556	510	20.581	596
20.606	517	20.632	575
20.658	522	20.682	551
20.708	524	20.733	526
20.759	523	20.783	502
20.809	520	20.835	478
20.860	514	20.885	458
20.910	505	20.936	441
20.962	495	20.986	429
21.012	483	21.037	422
21.063	470	21.088	421
21.113	457	21.139	425
21.164	444	21.189	435
21.215	433	21.240	449
21.266	423	21.290	467
21.316	415	21.342	489
21.367	410	21.392	512
21.417	408	21.443	535
21.469	410	21.493	559
21.519	414	21.544	580
21.570	421	21.594	598
21.620	430	21.646	613
21.671	442	21.697	623
21.721	456	21.747	628
21.773	470	21.798	627
21.823	485	21.848	622
21.874	499	21.900	611
21.924	511	21.950	596
21.975	521	22.001	578
22.026	529	22.051	558
22.077	533	22.102	535
22.127	532	22.153	512
22.178	530	22.204	490
22.228	524	22.254	470
22.280	514	22.305	454
22.330	503	22.355	442
22.381	489	22.407	433
22.431	473	22.457	430
22.482	458	22.508	432
22.532	443	22.558	439
22.584	428	22.609	451
22.634	416	22.659	466
22.685	406	22.711	485
22.735	399	22.761	505
22.786	396	22.812	527
22.837	396	22.862	548
22.888	401	22.913	568
22.938	408	22.964	586
22.989	418	23.015	600
23.039	432	23.065	611
23.091	447	23.116	616
23.141	465	23.166	618
23.192	481	23.218	615
23.242	498	23.268	607
23.293	513	23.319	594
23.343	525	23.369	579
23.395	535	23.420	562
23.445	541	23.470	542
23.496	543	23.522	521
23.546	541	23.572	501
23.597	535	23.623	483
23.648	526	23.673	467
23.699	513	23.724	455
23.749	497	23.775	446
23.800	480	23.826	442
23.850	462	23.876	442
23.902	444	23.927	446
23.952	427	23.977	456
24.003	412	24.029	468
24.053	400	24.079	483
24.104	391	24.130	501
24.154	386	24.180	520
24.206	385	24.231	539
24.256	388	24.281	557
24.307	397	24.333	573
24.357	408	24.383	587
24.408	423	24.434	597
24.459	439	24.484	604
24.510	458	24.535	606
24.560	477	24.586	605
24.611	496	24.637	600
24.661	513	24.687	591
24.713	529	24.738	579
24.763	540	24.788	563
24.814	549	24.840	547
24.864	552	24.890	529
24.915	552	24.941	512
24.965	547	24.991	495
25.017	537	25.042	480
25.067	524	25.092	469
25.118	508	25.144	460
25.168	489	25.194	454
25.219	469	25.245	454
25.270	449	25.295	456
25.321	430	25.346	463
25.372	413	25.397	473
25.422	397	25.448	485
25.473	386	25.498	499
25.524	380	25.549	515
25.575	377	25.599	531
25.625	379	25.651	547
25.676	387	25.701	561
25.726	398	25.752	574
25.778	412	25.802	584
25.828	430	25.853	590
25.879	450	25.903	594
25.929	471	25.955	594
25.980	492	26.005	591
26.030	512	26.056	585
26.082	529	26.106	575
26.132	543	26.157	563
26.183	554	26.208	550
26.233	559	26.259	534
26.284	560	26.309	520
26.335	556	26.360	506
26.386	548	26.410	494
26.436	534	26.462	482
26.487	518	26.512	474
26.537	498	26.563	468
26.589	477	26.613	466
26.639	456	26.664	468
26.690	434	26.714	472
26.740	415	26.766	479
26.791	397	26.816	488
26.841	384	26.867	500
26.893	375	26.917	512
26.943	371	26.968	526
26.994	371	27.019	539
27.044	378	27.070	551
27.095	388	27.120	562
